Nvidia,Unicorn1706,Laptop,31767762
Phanteks,GVN Minion4531,Laptop,46903122
Foxcon,ACR 68743,Laptop,49181534
LG,PNY Silver2927,Laptop,21048406
Filco,Trident2066,Laptop,12394532
Scythe,Deathadder1658,Laptop,25514568
InWin,Pavillion 1456933,Laptop,45416170
AKKO,Vostro 532011,Laptop,12616759
HyperX,Deathadder1825,Laptop,19491297
MSI,Anywhere150,Laptop,22113041
Antec,GeForce3711,Laptop,17051178
Steelseries,Gaming X4817,Laptop,49327350
Huawei,Unicorn1840,Laptop,38304527
Western Digital,VA24DQLB4161,Laptop,22728117
Sandisk,VA24DQLB274,Laptop,19020635
Sony,Deathadder958,Laptop,3771112
HTC,Trident2628,Laptop,6185213
Apple,Corsair2777,Laptop,38850477
Sandisk,Envy 1536253,Laptop,11062371
Sandisk,Pavillion 14564312,Laptop,17591242
InWin,LS25801053,Laptop,12751647
Raijintek,GVN Minion3349,Laptop,43951473
Western Digital,Lookthrough606,Laptop,7796994
Thermaltake,Unicorn4157,Laptop,41088311
Foxcon,Gaming X4846,Laptop,2711600
Dell,MonsGeek2342,Laptop,32549444
InWin,Ocean Star151,Laptop,17961524
Dell,GVN Minion4266,Laptop,28617977
Royal Kludge,Envy 1536779,Laptop,6195607
Nvidia,Beast1832,Laptop,40473565
Adata,Trident1679,Laptop,8090474
XFX,Inspiron 56204391,Laptop,17757156
Acer,ACR 683171,Laptop,11751345
AMD,Optix2947,Laptop,5841924
Huawei,XPS 132788,Laptop,37114004
Nokia,Trident2544,Laptop,5543379
Arctic,Gaming X681,Laptop,39203663
Raijintek,ROG2928,Laptop,23408480
Motorolla,Gaming X2624,Laptop,24871978
Phanteks,MonsGeek4754,Laptop,20168838
Scythe,Aspire A315548,Laptop,6926061
HTC,Deathadder380,Laptop,34207337
EVGA,Dorminator2798,Laptop,47350634
NZXT,Dorminator1503,Laptop,36710330
Asus,RK A301367,Laptop,32572562
Scythe,Inspiron 56201874,Laptop,29535215
Gigabyte,TUF Gaming1314,Laptop,22974273
Hewlett-Packard,Envy 15364645,Laptop,13847216
Asus,Dorminator1457,Laptop,48312445
Gigabyte,Dual 30601388,Laptop,20313871
Razer,Pavillion 14562188,Laptop,37181626
Western Digital,Swift F3141533,Laptop,2730013
AKKO,Inspiron 35932660,Laptop,21498024
Logitech,Optix1995,Laptop,8559679
EVGA,Dorminator1986,Laptop,25238190
Seagate,Dual 30602086,Laptop,38952249
Sandisk,LS25803730,Laptop,17618869
Silverstone,Vostro 53204406,Laptop,18456480
Microsoft,Lookthrough4134,Laptop,20763523
Nokia,Viper Plus4697,Laptop,19975183
Motorolla,Optix4633,Laptop,20340736
Sony,Anywhere865,Laptop,20488453
Nvidia,RK A304058,Laptop,46286890
LG,Dorminator2943,Laptop,35066444
Deepcool,Vostro 53204511,Laptop,2512975
Nokia,Anywhere1253,Laptop,13639764
Arctic,Viper Plus252,Laptop,45143192
Phanteks,MonsGeek1753,Laptop,45752475
EVGA,Dual 30602738,Laptop,30847051
Thermaltake,Pavillion 14561270,Laptop,29367498
Seagate,Vostro 53202759,Laptop,9397216
Gigabyte,Deathadder3998,Laptop,30652120
Razer,TUF Gaming1490,Laptop,42913964
Adata,Corsair4036,Laptop,29672331
Gigabyte,Corsair1648,Laptop,23373229
Hewlett-Packard,Viper Plus812,Laptop,13107216
LianLi,Aspire A3152781,Laptop,2258220
Nvidia,Dual 30603109,Laptop,3694087
Corsair,Lookthrough4897,Laptop,9560190
HTC,ACR 681367,Laptop,28127836
Apple,ProArt1090,Laptop,21056201
Deepcool,Deathadder2778,Laptop,32093682
InWin,Optix2791,Laptop,33342826
AMD,Gaming X3125,Laptop,39026800
EVGA,G1106792,Laptop,9165423
Corsair,G11062496,Laptop,32704245
LianLi,Dual 3060313,Laptop,12930164
Keychron,Optix2937,Laptop,13011482
LianLi,Unicorn2268,Laptop,11911950
Antec,Inspiron 56201861,Laptop,13141456
Deepcool,Pavillion 14564112,Laptop,29961902
Hewlett-Packard,MonsGeek2243,Laptop,29645495
Seagate,Vostro 53203489,Laptop,9279022
ZTE,Lookthrough1277,Laptop,8213456
Keychron,Pavillion 1456246,Laptop,43333374
Western Digital,Unicorn1897,Laptop,29438454
Huawei,GeForce417,Laptop,48399897
Gigabyte,Envy 15363417,Laptop,45335561
FSP,LS25801365,Laptop,21067711
Seagate,Dual 30604664,Laptop,30978515
AMD,ProArt3307,Laptop,16615110
AMD,Anywhere1136,Laptop,36848076
Adata,Lookthrough2475,Laptop,13663168
Xerox,Phantom3984,Laptop,21303382
Dell,Unicorn3481,Laptop,33984941
Xerox,Corsair4602,Laptop,42438676
AMD,Swift F3143767,Laptop,24386088
Corsair,Anywhere1757,Laptop,44837845
AKKO,Ocean Star1556,Laptop,44801568
Logitech,LS25803081,Laptop,5997965
AMD,Lookthrough3050,Laptop,17498766
XFX,Dual 30604150,Laptop,4464868
Antec,Ocean Star2022,Laptop,14808440
EVGA,PNY Silver4287,Laptop,39176755
Foxcon,GeForce2161,Laptop,34406912
Dell,Gaming X626,Laptop,32455526
Motorolla,Vostro 35202176,Laptop,3318788
Huawei,Dual 30604536,Laptop,9436925
AKKO,ROG20,Laptop,14056420
Acer,Inspiron 56201465,Laptop,36007392
LianLi,Viper Plus4572,Laptop,44878054
Sandisk,Inspiron 56203500,Laptop,37404305
Seasonic,GeForce3000,Laptop,43821709
Xerox,GVN Minion2228,Laptop,13689700
Noctua,Dual 30601553,Laptop,13225177
Kingston,VA24DQLB4884,Laptop,9762159
EVGA,Ocean Star4020,Laptop,45818078
Scythe,Lookthrough4779,Laptop,13863411
Arctic,Vostro 35203938,Laptop,11391925
ZTE,Phantom52,Laptop,47070417
XFX,ProArt151,Laptop,18272892
Samsung,RK A30231,Laptop,29798137
Thermaltake,Unicorn791,Laptop,43917637
FSP,ProArt3340,Laptop,27007696
Antec,Corsair1756,Laptop,19049728
ZTE,Deathadder4344,Laptop,22828309
EVGA,Vostro 53201498,Laptop,8149609
AMD,GeForce4737,Laptop,18990470
Nokia,XPS 13883,Laptop,18358343
HTC,VA24DQLB2639,Laptop,46509420
Lenovo,Aspire A3151720,Laptop,20709131
Apple,Ocean Star1282,Laptop,49108183
Logitech,G11064028,Laptop,48444750
Xerox,Corsair1341,Laptop,12546044
Apple,Beast3151,Laptop,18668498
Samsung,Vostro 35202202,Laptop,10718501
Deepcool,Vostro 53201248,Laptop,14064431
Western Digital,Corsair3165,Laptop,6814168
Hewlett-Packard,Unicorn1485,Laptop,19337871
Noctua,Inspiron 56203259,Laptop,28852466
Antec,Anywhere332,Laptop,29215274
Deepcool,MonsGeek1675,Laptop,36380028
ZTE,Lookthrough1310,Laptop,42676930
Keychron,Aspire A315399,Laptop,26503854
MSI,Ocean Star4788,Laptop,30955700
Antec,Optix4995,Laptop,16888721
InWin,Inspiron 35933478,Laptop,18249037
HP,TUF Gaming2842,Laptop,19809120
Dell,Anywhere3766,Laptop,39753612
MSI,GeForce2069,Laptop,12059228
Samsung,LS25803201,Laptop,2171397
Deepcool,LS25803507,Laptop,22134711
Lenovo,Beast3114,Laptop,22567933
MSI,TUF Gaming1654,Laptop,40268774
Gigabyte,MonsGeek4294,Laptop,21168143
FSP,Unicorn3860,Laptop,12974513
XFX,Swift F3143379,Laptop,12535996
Nvidia,PNY Silver2416,Laptop,18928411
FSP,Beast4855,Laptop,10703370
Xiaomi,Dorminator4680,Laptop,26670417
Scythe,MonsGeek2237,Laptop,4888113
NZXT,GeForce828,Laptop,47758955
Hewlett-Packard,Vostro 35204918,Laptop,16498930
Royal Kludge,MonsGeek257,Laptop,48729839
HyperX,Ocean Star4580,Laptop,48265945
EVGA,GVN Minion4176,Laptop,28738971
Lenovo,Ocean Star2818,Laptop,4436513
Xiaomi,Dorminator1307,Laptop,10898274
Samsung,VA24DQLB642,Laptop,32301236
Lenovo,VA24DQLB2856,Laptop,43068805
Hewlett-Packard,Vostro 53204286,Laptop,29019440
Intel,ProArt660,Laptop,13498400
Deepcool,Aspire A315837,Laptop,12898895
Keychron,PNY Silver3121,Laptop,12252978
Scythe,Ocean Star4597,Laptop,28393585
NZXT,Pavillion 14563198,Laptop,12384871
Acer,G1106970,Laptop,12477572
LG,Trident4007,Laptop,31233962
XFX,Phantom4804,Laptop,26975381
Xiaomi,ProArt2065,Laptop,43872979
LG,Swift F3141229,Laptop,49519747
Sandisk,Trident4806,Laptop,43935759
Noctua,XPS 133438,Laptop,40172535
Huawei,Lookthrough3773,Laptop,15599524
Asus,GVN Minion1121,Laptop,30568300
Intel,Vostro 35201245,Laptop,13385081
Logitech,VA24DQLB4165,Laptop,27974216
Xerox,Anywhere451,Laptop,36466010
Foxcon,Beast745,Laptop,22004840
FSP,Pavillion 1456276,Laptop,34037873
Gigabyte,Vostro 35204232,Laptop,1123569
Lenovo,Optix3843,Laptop,9300022
Xiaomi,ProArt1974,Laptop,17739601
MSI,Deathadder3948,Laptop,8366766
Acer,Viper Plus3833,Laptop,25429788
Seasonic,Vostro 5320174,Laptop,32367270
ZTE,LS25803198,Laptop,43462392
Kingston,Unicorn1454,Laptop,30871910
Xerox,Vostro 35202471,Laptop,41462621
Microsoft,Dorminator1410,Laptop,30494595
Microsoft,TUF Gaming2145,Laptop,38748252
HP,Dual 30602359,Laptop,29411726
Enermax,Phantom4411,Laptop,24632398
AMD,Corsair4197,Laptop,36502318
Arctic,Inspiron 35934060,Laptop,4744905
ZTE,ROG2859,Laptop,13797329
Intel,Viper Plus2430,Laptop,5395420
LianLi,Pavillion 14561262,Laptop,29286504
Keychron,Optix4579,Laptop,29621989
Deepcool,TUF Gaming2870,Laptop,36517746
Silverstone,GVN Minion3356,Laptop,25147971
Filco,GeForce221,Laptop,36758433
Deepcool,Deathadder3250,Laptop,14901329
Thermaltake,Ocean Star2697,Laptop,31612943
Noctua,G11061674,Laptop,47497765
Antec,GVN Minion593,Laptop,46077970
Xerox,XPS 13533,Laptop,28622338
ZTE,Ocean Star2440,Laptop,11789023
Foxcon,MonsGeek3224,Laptop,10883768
Scythe,Inspiron 35934401,Laptop,13265484
Intel,Dorminator684,Laptop,5722156
Foxcon,TUF Gaming929,Laptop,21983694
Silverstone,Dual 3060485,Laptop,4406874
Xerox,GeForce547,Laptop,37268082
Noctua,Vostro 53204602,Laptop,7215969
AKKO,Unicorn4759,Laptop,2328756
Gigabyte,XPS 131347,Laptop,24996674
XFX,Trident2524,Laptop,32532913
Huawei,Aspire A3151268,Laptop,32746209
Arctic,Deathadder2732,Laptop,24553440
Filco,GVN Minion3664,Laptop,7908505
Steelseries,XPS 13283,Laptop,20786902
NZXT,GeForce3781,Laptop,12249982
LianLi,ACR 682659,Laptop,17763825
Noctua,ProArt3889,Laptop,34889226
MSI,Corsair3392,Laptop,9446760
Hewlett-Packard,Corsair1772,Laptop,39969888
InWin,RK A303721,Laptop,14755422
Sony,Inspiron 3593910,Laptop,12150357
Gigabyte,ProArt3635,Laptop,19641090
Deepcool,Viper Plus4747,Laptop,35449692
LianLi,MonsGeek2689,Laptop,31387561
Asus,VA24DQLB3787,Laptop,24527495
Seasonic,ROG1540,Laptop,38692097
Adata,Vostro 35202920,Laptop,33914649
Dell,Dual 30601912,Laptop,32066652
Royal Kludge,ACR 683151,Laptop,26142837
FSP,Lookthrough1594,Laptop,26244602
Xerox,GVN Minion4454,Laptop,46983936
FSP,Anywhere2062,Laptop,46071436
Asus,Inspiron 3593396,Laptop,38405731
Acer,Trident4832,Laptop,44611316
XFX,Viper Plus610,Laptop,48796181
Asus,Optix3994,Laptop,25077273
Asus,Beast4595,Laptop,46110976
EVGA,GeForce1174,Laptop,6245800
Lenovo,Swift F314280,Laptop,34397508
Steelseries,Anywhere4244,Laptop,34331551
Antec,Viper Plus1484,Laptop,13022569
XFX,Unicorn985,Laptop,2073627
NZXT,Pavillion 1456257,Laptop,21239832
Microsoft,Envy 15364,Laptop,42591200
HP,ROG1140,Laptop,28518575
LianLi,Gaming X1851,Laptop,32519284
Corsair,Gaming X3732,Laptop,38360963
Keychron,Corsair1,Laptop,49916286
Asus,Inspiron 56201310,Laptop,17031415
Dell,VA24DQLB101,Laptop,20024289
Microsoft,Corsair847,Laptop,45713574
Scythe,RK A301537,Laptop,27524848
AKKO,ProArt1728,Laptop,12451985
Enermax,Swift F3143291,Laptop,43743407
Steelseries,ROG1901,Laptop,21888255
Lenovo,Lookthrough2135,Laptop,44727575
HTC,Vostro 3520516,Laptop,23030847
Sony,Phantom3033,Laptop,14510356
Sony,Inspiron 3593979,Laptop,43680554
Western Digital,ProArt3909,Laptop,17138670
Scythe,Gaming X1078,Laptop,24386637
Adata,Dual 30604376,Laptop,10549082
Apple,Deathadder713,Laptop,38762564
Steelseries,Viper Plus4448,Laptop,31150619
Asus,Vostro 35201975,Laptop,47545780
Filco,Inspiron 35934025,Laptop,13047974
XFX,Dual 30604666,Laptop,5817893
ZTE,TUF Gaming3384,Laptop,33133255
Antec,Viper Plus2688,Laptop,14966878
Arctic,G1106890,Laptop,17185402
AMD,XPS 132061,Laptop,33295383
Seagate,Pavillion 1456124,Laptop,40447466
HTC,GVN Minion491,Laptop,7454784
Gigabyte,Inspiron 35932342,Laptop,29426667
Gigabyte,GeForce3082,Laptop,12459337
Hewlett-Packard,Aspire A315693,Laptop,8238839
XFX,Beast2842,Laptop,5728676
Microsoft,Lookthrough292,Laptop,28820601
Scythe,Corsair4650,Laptop,48303276
HTC,Deathadder1794,Laptop,46041499
Asus,Beast334,Laptop,26817851
Scythe,Aspire A3154021,Laptop,46801850
Sandisk,ProArt4525,Laptop,13980063
Dell,Ocean Star2294,Laptop,1341598
HP,ACR 684754,Laptop,1075065
Keychron,Dual 3060134,Laptop,16514605
Corsair,ROG4243,Laptop,24798619
Razer,Inspiron 35933316,Laptop,36593139
Raijintek,Dual 30602438,Laptop,15546813
Noctua,Optix3452,Laptop,35369762
Scythe,Deathadder2059,Laptop,25977666
Apple,ROG4097,Laptop,47318639
Western Digital,Corsair544,Laptop,23315168
Keychron,ROG1126,Laptop,37448277
Thermaltake,VA24DQLB4832,Laptop,2007175
Samsung,ProArt879,Laptop,34933773
Foxcon,ACR 681391,Laptop,19845548
Motorolla,Aspire A3153547,Laptop,16377859
Microsoft,Ocean Star1389,Laptop,29103485
HP,Envy 15363178,Laptop,33679092
Adata,Ocean Star4542,Laptop,42865900
LianLi,Swift F3141045,Laptop,35246387
NZXT,Aspire A3153099,Laptop,34228313
Filco,Envy 15362055,Laptop,40255044
Sandisk,GVN Minion4219,Laptop,22988456
HP,PNY Silver478,Laptop,30780889
Nvidia,Inspiron 56202330,Laptop,22965545
Motorolla,Envy 15364698,Laptop,43907162
Royal Kludge,Beast4739,Laptop,29009357
Apple,Phantom4935,Laptop,34240719
Samsung,ROG4340,Laptop,34969890
Thermaltake,Inspiron 56204061,Laptop,26678905
Samsung,Viper Plus1989,Laptop,2433860
Gigabyte,Dorminator3584,Laptop,1800589
AKKO,Ocean Star204,Laptop,45904862
Xiaomi,Dual 30601880,Laptop,43696344
Sandisk,ProArt3571,Laptop,8080940
Corsair,GeForce1948,Laptop,34345466
Seagate,Viper Plus3123,Laptop,15537085
Keychron,TUF Gaming802,Laptop,3633818
Royal Kludge,ProArt2528,Laptop,37232811
Sony,Dual 30602615,Laptop,14887287
HP,ROG2448,Laptop,26779552
Sandisk,Unicorn383,Laptop,26939654
Noctua,GVN Minion1688,Laptop,3321262
Seagate,TUF Gaming2581,Laptop,45541169
Antec,LS25802877,Laptop,34679261
Royal Kludge,Anywhere1493,Laptop,49582543
Western Digital,Dorminator4680,Laptop,48477425
Silverstone,MonsGeek3058,Laptop,4198288
AMD,TUF Gaming3059,Laptop,19652964
Dell,LS25804572,Laptop,31509628
HyperX,VA24DQLB2331,Laptop,6895439
AMD,Aspire A3154572,Laptop,6190763
Deepcool,Anywhere153,Laptop,33369450
AMD,Vostro 53204895,Laptop,45608066
LG,Dorminator521,Laptop,10314574
Huawei,Vostro 35203474,Laptop,39735647
Asus,Corsair4742,Laptop,17287483
Intel,Inspiron 5620729,Laptop,10063217
Steelseries,XPS 134718,Laptop,12107800
AKKO,G11063102,Laptop,28496095
Foxcon,Optix1965,Laptop,12001356
LG,Gaming X2543,Laptop,16151603
HP,XPS 13358,Laptop,4632677
Apple,TUF Gaming1730,Laptop,48569664
LianLi,Phantom2589,Laptop,1712113
Raijintek,RK A304698,Laptop,42181166
Dell,Pavillion 14562748,Laptop,37434862
Antec,Vostro 53202010,Laptop,20276899
Logitech,Viper Plus4728,Laptop,2630573
Xiaomi,RK A303721,Laptop,21144499
Seagate,Phantom3028,Laptop,13336564
Kingston,Gaming X3563,Laptop,26620033
Hewlett-Packard,Lookthrough995,Laptop,29652189
Kingston,ROG2546,Laptop,27809095
Phanteks,Corsair739,Laptop,15105027
Western Digital,PNY Silver4561,Laptop,15932439
Deepcool,Corsair3477,Laptop,15679846
Antec,GeForce3497,Laptop,38398939
Steelseries,XPS 132445,Laptop,38726011
Seasonic,Viper Plus4192,Laptop,29833945
Keychron,Dual 30602974,Laptop,40605873
LianLi,G11061046,Laptop,48335745
Hewlett-Packard,Optix972,Laptop,34453017
MSI,Unicorn135,Laptop,49237498
Xerox,Phantom4264,Laptop,10508277
EVGA,Beast1724,Laptop,11974941
HyperX,Unicorn3908,Laptop,12868400
Antec,Trident1830,Laptop,14454285
Royal Kludge,Inspiron 35933818,Laptop,36662433
Arctic,ROG2666,Laptop,24685562
Foxcon,ProArt4976,Laptop,22056962
EVGA,Dorminator1569,Laptop,17501353
Asus,Phantom2860,Laptop,4221387
Seagate,MonsGeek1085,Laptop,22858550
Huawei,Dual 3060881,Laptop,15770955
Samsung,Deathadder2607,Laptop,18450375
Steelseries,GVN Minion1779,Laptop,8812040
HyperX,PNY Silver1771,Laptop,25291653
Motorolla,Corsair446,Laptop,49743786
Silverstone,Inspiron 56204849,Laptop,11439066
Nvidia,Dorminator3237,Laptop,12848350
XFX,Anywhere3381,Laptop,19588830
Logitech,Lookthrough4309,Laptop,13524207
Intel,ProArt3661,Laptop,36454769
Logitech,ACR 68792,Laptop,42932819
Huawei,TUF Gaming4685,Laptop,19632357
XFX,Vostro 35201999,Laptop,33559999
LG,Corsair4820,Laptop,49803995
Dell,ROG3868,Laptop,36340733
Sony,Anywhere132,Laptop,42507368
Deepcool,Envy 15361476,Laptop,15569254
Gigabyte,Deathadder2718,Laptop,23728378
Enermax,XPS 13846,Laptop,21328211
Foxcon,Trident3542,Laptop,22948253
ZTE,Dorminator4148,Laptop,18422236
MSI,Gaming X4969,Laptop,27871135
Antec,Envy 1536379,Laptop,29752562
AKKO,ROG2573,Laptop,30700678
LianLi,Lookthrough3358,Laptop,3483529
Steelseries,GeForce1052,Laptop,43263485
EVGA,ROG249,Laptop,6342340
Sandisk,PNY Silver2043,Laptop,7279629
FSP,Dorminator4492,Laptop,2005375
Razer,Corsair2474,Laptop,17823569
Sandisk,ProArt1407,Laptop,32775994
Kingston,Deathadder4730,Laptop,31071120
Acer,PNY Silver4525,Laptop,26158503
Sony,GVN Minion4515,Laptop,21111215
LG,Aspire A3151949,Laptop,17542833
Kingston,Inspiron 35932974,Laptop,22519016
Steelseries,Unicorn1079,Laptop,15136998
Seagate,LS25801316,Laptop,18561681
Hewlett-Packard,ACR 683138,Laptop,25466870
Sony,XPS 132383,Laptop,17596686
Steelseries,Deathadder4229,Laptop,16018444
Foxcon,Dorminator3438,Laptop,1519488
ZTE,TUF Gaming4155,Laptop,45563793
Corsair,Viper Plus2575,Laptop,23281116
Nvidia,Gaming X4490,Laptop,22233635
Lenovo,VA24DQLB4137,Laptop,28394487
Thermaltake,XPS 13149,Laptop,43263876
Motorolla,Swift F314674,Laptop,22791368
Huawei,MonsGeek3263,Laptop,11289013
Intel,Vostro 53203502,Laptop,31669558
Royal Kludge,ACR 683649,Laptop,25929407
Royal Kludge,Viper Plus2751,Laptop,40496709
LG,Lookthrough1462,Laptop,30183859
HP,Phantom3583,Laptop,26229284
XFX,ACR 68227,Laptop,32111468
Xiaomi,Deathadder2991,Laptop,24393024
Motorolla,Vostro 3520981,Laptop,31890132
Deepcool,Lookthrough3902,Laptop,6609069
Xerox,Anywhere1590,Laptop,47579580
EVGA,Optix3364,Laptop,30040991
Keychron,ProArt4111,Laptop,39137638
EVGA,XPS 133242,Laptop,1709657
Adata,G11061084,Laptop,29230975
Xiaomi,Envy 1536335,Laptop,31398151
Royal Kludge,Corsair1305,Laptop,28878738
Seagate,ProArt3334,Laptop,6064196
HP,Pavillion 1456199,Laptop,2976423
Enermax,Envy 15364935,Laptop,34512112
Phanteks,Envy 15361148,Laptop,32690644
Gigabyte,Phantom418,Laptop,48924612
FSP,Inspiron 35933288,Laptop,49848879
Arctic,Ocean Star3803,Laptop,47838624
Logitech,ROG4128,Laptop,47734299
Foxcon,Aspire A315152,Laptop,46439162
Corsair,Swift F3143921,Laptop,30645659
Kingston,LS25802625,Laptop,6282361
LianLi,Anywhere1039,Laptop,21528779
Apple,Vostro 53202070,Laptop,12735561
Intel,ProArt3824,Laptop,42464121
Apple,Swift F3141796,Laptop,43415773
Logitech,GeForce615,Laptop,40551019
NZXT,Anywhere1049,Laptop,19672477
Nokia,Optix2541,Laptop,4024608
Xiaomi,Viper Plus4249,Laptop,19822019
Gigabyte,Unicorn657,Laptop,31658762
Sony,MonsGeek2305,Laptop,17228678
Thermaltake,G11061288,Laptop,43192705
Thermaltake,XPS 131971,Laptop,35979713
InWin,Pavillion 14562793,Laptop,41363949
Thermaltake,MonsGeek3072,Laptop,9709562
Enermax,Aspire A315626,Laptop,40646613
Xiaomi,MonsGeek4311,Laptop,2745611
Acer,Vostro 35203129,Laptop,25206420
Asus,Viper Plus166,Laptop,38568845
Foxcon,Dorminator2228,Laptop,5937302
Keychron,Swift F3141274,Laptop,4584626
Foxcon,Viper Plus1636,Laptop,8549733
Antec,Dorminator2948,Laptop,41395755
Gigabyte,Beast2786,Laptop,20439888
Seasonic,Deathadder1125,Laptop,1441036
Seasonic,Inspiron 35932834,Laptop,34923511
AMD,ProArt3310,Laptop,19628175
Xerox,ProArt4935,Laptop,23168031
Kingston,VA24DQLB35,Laptop,31666246
Adata,Lookthrough1529,Laptop,21661415
AKKO,Deathadder2797,Laptop,31248144
Adata,Lookthrough503,Laptop,11921228
LG,Deathadder2866,Laptop,16596697
Noctua,Vostro 35202296,Laptop,8892966
Western Digital,Pavillion 14563588,Laptop,19772944
ZTE,Phantom354,Laptop,1649357
Apple,Phantom2422,Laptop,37563181
XFX,RK A302353,Laptop,10220469
Thermaltake,VA24DQLB4392,Laptop,21051373
Adata,Dorminator242,Laptop,34803488
Keychron,TUF Gaming2831,Laptop,42361702
Deepcool,ProArt2184,Laptop,2385294
Kingston,Beast2228,Laptop,17850404
Thermaltake,Lookthrough196,Laptop,15386614
EVGA,VA24DQLB1031,Laptop,14194736
Xiaomi,Inspiron 3593472,Laptop,42362139
Foxcon,LS25804161,Laptop,42007382
Xiaomi,Deathadder4234,Laptop,2689282
Xiaomi,Dorminator4783,Laptop,31270921
MSI,Dual 30601550,Laptop,4906174
Keychron,Corsair3822,Laptop,49328319
Deepcool,RK A302607,Laptop,15002028
Arctic,ROG3103,Laptop,4178357
Nokia,Inspiron 56203342,Laptop,27018451
FSP,TUF Gaming1848,Laptop,14254055
Sony,G11061801,Laptop,28752501
Seagate,VA24DQLB4204,Laptop,20621450
Logitech,Inspiron 3593204,Laptop,37686622
Motorolla,Inspiron 56204268,Laptop,31018970
HyperX,G1106688,Laptop,30561952
Corsair,Inspiron 35931432,Laptop,11542974
Scythe,Deathadder842,Laptop,31797878
Sandisk,ROG3707,Laptop,39527880
HP,Aspire A3153513,Laptop,1498505
Nvidia,VA24DQLB4387,Laptop,31953393
Thermaltake,XPS 134096,Laptop,24739489
Seasonic,Viper Plus4995,Laptop,9075077
Filco,Dual 3060190,Laptop,37736420
ZTE,Unicorn759,Laptop,45689902
LianLi,Gaming X1237,Laptop,24887366
Corsair,RK A30126,Laptop,23529882
Microsoft,GVN Minion3503,Laptop,37955242
Xiaomi,G11064549,Laptop,17617480
Steelseries,Corsair3944,Laptop,46620514
Antec,ACR 683440,Laptop,23443419
Corsair,ProArt1481,Laptop,34687689
Enermax,G11063093,Laptop,40389076
MSI,Dorminator3433,Laptop,48389714
Raijintek,Inspiron 56201201,Laptop,40051272
ZTE,Vostro 53201975,Laptop,11904572
Nokia,VA24DQLB4828,Laptop,26766720
Gigabyte,Optix3814,Laptop,33527729
MSI,Dorminator3073,Laptop,29955245
Xerox,Gaming X1815,Laptop,19958408
Raijintek,Optix1551,Laptop,49143578
Gigabyte,Gaming X4944,Laptop,29932633
Kingston,Swift F31457,Laptop,34899218
Huawei,VA24DQLB3577,Laptop,35230110
Western Digital,Vostro 35203575,Laptop,1889401
LianLi,LS25802668,Laptop,2368747
NZXT,ProArt4747,Laptop,45510752
Raijintek,XPS 131826,Laptop,20534003
AKKO,Unicorn1357,Laptop,18942622
XFX,ROG1563,Laptop,49817221
Seagate,Lookthrough4384,Laptop,1867974
Microsoft,LS2580656,Laptop,31132142
FSP,Trident1482,Laptop,40816642
Xiaomi,Inspiron 56201479,Laptop,21057816
Noctua,Pavillion 14564194,Laptop,38240797
Seasonic,MonsGeek2746,Laptop,4442731
Foxcon,G11061388,Laptop,3631115
Arctic,ROG421,Laptop,24474007
Razer,Ocean Star710,Laptop,5035558
